epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,2293.18,0.49175,0.49109,0.00617,0.88924,0.87225,0.92305,0.71189,0.44848,0.47547,0.0067,0.000259612,0.000259612,0.000259612
22,2402.51,0.48966,0.4892,0.00613,0.87327,0.87728,0.90444,0.70635,0.4349,0.43384,0.00628,0.000255343,0.000255343,0.000255343
23,2510.36,0.49139,0.47756,0.00609,0.8932,0.89038,0.92583,0.72023,0.44527,0.4146,0.00644,0.000251074,0.000251074,0.000251074
24,2619.19,0.48598,0.46872,0.00603,0.90785,0.88129,0.92599,0.71816,0.43794,0.41593,0.0063,0.000246804,0.000246804,0.000246804
25,2727.85,0.48233,0.46752,0.00613,0.91947,0.8655,0.91602,0.71038,0.4458,0.43362,0.00652,0.000242535,0.000242535,0.000242535
26,2835.72,0.47039,0.44404,0.00578,0.90953,0.8904,0.93577,0.72661,0.43097,0.40413,0.00623,0.000238266,0.000238266,0.000238266
27,2944.58,0.47138,0.44798,0.00584,0.8922,0.91404,0.92695,0.72655,0.43178,0.40317,0.00623,0.000233996,0.000233996,0.000233996
28,3054.13,0.47224,0.43523,0.00597,0.83901,0.91554,0.92201,0.72303,0.43395,0.41867,0.00623,0.000229727,0.000229727,0.000229727
29,3163.47,0.46451,0.43299,0.00583,0.88614,0.8942,0.92154,0.71649,0.43649,0.42179,0.00634,0.000225457,0.000225457,0.000225457
30,3271.07,0.4611,0.42446,0.00566,0.91591,0.89459,0.93146,0.72953,0.43502,0.39502,0.00632,0.000221188,0.000221188,0.000221188
31,3380.44,0.45531,0.41301,0.00563,0.93974,0.88357,0.92835,0.72917,0.43053,0.39925,0.00621,0.000216919,0.000216919,0.000216919
32,3489.42,0.46011,0.42039,0.00583,0.93808,0.88976,0.95885,0.73485,0.43091,0.37636,0.00628,0.000212649,0.000212649,0.000212649
33,3599.65,0.45665,0.39931,0.00559,0.91663,0.90288,0.93739,0.73994,0.42254,0.36598,0.00613,0.00020838,0.00020838,0.00020838
34,3708.75,0.45983,0.40336,0.00573,0.92359,0.89461,0.94127,0.73105,0.43293,0.389,0.00622,0.000204111,0.000204111,0.000204111
35,3817.63,0.44898,0.38989,0.00553,0.92207,0.91328,0.93945,0.73605,0.43391,0.379,0.00625,0.000199841,0.000199841,0.000199841
36,3926.3,0.45312,0.38536,0.00561,0.91831,0.89061,0.93312,0.72867,0.43239,0.40179,0.00624,0.000195572,0.000195572,0.000195572
37,4034.77,0.44746,0.37505,0.00549,0.92303,0.90418,0.94083,0.73987,0.43417,0.38023,0.00628,0.000191303,0.000191303,0.000191303
38,4142.48,0.43767,0.37316,0.00529,0.91611,0.91722,0.94199,0.74311,0.42359,0.36745,0.00606,0.000187033,0.000187033,0.000187033
39,4251.29,0.43798,0.36238,0.00535,0.94358,0.91507,0.94576,0.74409,0.42793,0.36559,0.00617,0.000182764,0.000182764,0.000182764
40,4360.77,0.436,0.36318,0.00536,0.93053,0.91922,0.94578,0.75115,0.42067,0.35753,0.00601,0.000178494,0.000178494,0.000178494
41,4470.35,0.43301,0.35523,0.00527,0.92996,0.91512,0.94135,0.73453,0.42365,0.37098,0.00605,0.000174225,0.000174225,0.000174225
42,4578.97,0.43047,0.3507,0.00535,0.9374,0.91319,0.94536,0.74476,0.42175,0.35996,0.00608,0.000169956,0.000169956,0.000169956
43,4688.01,0.43695,0.35731,0.0054,0.91841,0.9378,0.96196,0.75144,0.41484,0.36051,0.00597,0.000165686,0.000165686,0.000165686
44,4797.33,0.42926,0.34278,0.00522,0.93531,0.92086,0.94796,0.751,0.41774,0.36081,0.00601,0.000161417,0.000161417,0.000161417
45,4906.4,0.42412,0.33853,0.00521,0.9343,0.91394,0.94787,0.75053,0.41974,0.36381,0.00603,0.000157147,0.000157147,0.000157147
46,5015.18,0.41789,0.34263,0.00511,0.93666,0.91091,0.95153,0.75284,0.41831,0.35788,0.00598,0.000152878,0.000152878,0.000152878
47,5124.34,0.42981,0.33778,0.00528,0.93428,0.92254,0.95693,0.75663,0.41725,0.35813,0.00598,0.000148609,0.000148609,0.000148609
48,5234.91,0.4204,0.33156,0.00517,0.94089,0.91451,0.94521,0.75205,0.41365,0.36614,0.00593,0.000144339,0.000144339,0.000144339
49,5343.39,0.41657,0.32676,0.00517,0.87504,0.95147,0.95849,0.76004,0.4129,0.37423,0.00588,0.00014007,0.00014007,0.00014007
50,5452.29,0.4153,0.31931,0.00517,0.93327,0.93316,0.95085,0.7566,0.40943,0.37163,0.00585,0.000135801,0.000135801,0.000135801
51,5560.91,0.4079,0.31755,0.00496,0.93303,0.91544,0.94807,0.75545,0.414,0.36222,0.00592,0.000131531,0.000131531,0.000131531
52,5669.69,0.41016,0.31424,0.005,0.94211,0.93188,0.96145,0.76224,0.41679,0.35842,0.00598,0.000127262,0.000127262,0.000127262
53,5779.06,0.40847,0.31039,0.00493,0.9374,0.94003,0.96291,0.75994,0.41301,0.35595,0.00592,0.000122992,0.000122992,0.000122992
54,5887.86,0.40408,0.30771,0.00495,0.94949,0.92336,0.96265,0.76188,0.4115,0.35055,0.00587,0.000118723,0.000118723,0.000118723
55,5996.88,0.4021,0.31112,0.00486,0.9464,0.91046,0.95749,0.76281,0.40947,0.35264,0.00586,0.000114454,0.000114454,0.000114454
56,6106.09,0.40475,0.30653,0.00503,0.93422,0.93803,0.96067,0.75922,0.41275,0.365,0.00595,0.000110184,0.000110184,0.000110184
57,6214.79,0.39753,0.30064,0.00488,0.93761,0.93111,0.96269,0.75841,0.40882,0.36783,0.00586,0.000105915,0.000105915,0.000105915
58,6323.51,0.4,0.30065,0.00486,0.93485,0.91901,0.95161,0.75661,0.41118,0.3711,0.0059,0.000101646,0.000101646,0.000101646
59,6432.68,0.39471,0.29878,0.00481,0.91877,0.93387,0.95468,0.76406,0.41128,0.36106,0.00587,9.73763e-05,9.73763e-05,9.73763e-05
60,6543.06,0.39298,0.2899,0.00475,0.90757,0.93529,0.95361,0.76308,0.40996,0.37045,0.0059,9.31069e-05,9.31069e-05,9.31069e-05
61,6651.78,0.38985,0.28957,0.00472,0.9343,0.94933,0.96267,0.75401,0.41116,0.37056,0.00586,8.88375e-05,8.88375e-05,8.88375e-05
62,6760.65,0.39528,0.29247,0.00479,0.94147,0.93658,0.95908,0.7601,0.40909,0.37878,0.0058,8.45681e-05,8.45681e-05,8.45681e-05
63,6869.23,0.39375,0.28679,0.00477,0.94761,0.93989,0.95805,0.76184,0.40742,0.37558,0.00583,8.02987e-05,8.02987e-05,8.02987e-05
64,6978.08,0.38462,0.27944,0.00471,0.92902,0.93875,0.96205,0.7617,0.40642,0.36751,0.00581,7.60294e-05,7.60294e-05,7.60294e-05
65,7087.08,0.38775,0.28918,0.00471,0.9334,0.91733,0.94891,0.75201,0.4068,0.37013,0.0058,7.176e-05,7.176e-05,7.176e-05
66,7196.19,0.38471,0.28117,0.00463,0.94154,0.93984,0.95917,0.76034,0.41056,0.36915,0.00584,6.74906e-05,6.74906e-05,6.74906e-05
67,7305.04,0.3801,0.27643,0.00463,0.94258,0.94391,0.95993,0.75784,0.40784,0.36784,0.00583,6.32213e-05,6.32213e-05,6.32213e-05
68,7413.71,0.38417,0.2789,0.00466,0.94447,0.93799,0.96109,0.76502,0.40779,0.36372,0.00583,5.89519e-05,5.89519e-05,5.89519e-05
69,7522.77,0.37845,0.27245,0.00461,0.94678,0.94005,0.9621,0.76744,0.40621,0.35897,0.00579,5.46825e-05,5.46825e-05,5.46825e-05
70,7632.01,0.38057,0.27242,0.00458,0.94527,0.93497,0.96125,0.7618,0.40605,0.36599,0.00578,5.04131e-05,5.04131e-05,5.04131e-05
71,7739.43,0.33152,0.19503,0.00496,0.93343,0.93883,0.95652,0.76121,0.40783,0.38343,0.0058,4.61438e-05,4.61438e-05,4.61438e-05
72,7846.59,0.32542,0.18488,0.00482,0.94602,0.93704,0.95668,0.76455,0.41191,0.37324,0.00586,4.18744e-05,4.18744e-05,4.18744e-05
73,7953.41,0.32699,0.18384,0.00486,0.95128,0.93343,0.95861,0.76092,0.41114,0.37281,0.00586,3.7605e-05,3.7605e-05,3.7605e-05
74,8060.45,0.32611,0.187,0.00492,0.94416,0.94411,0.95936,0.75944,0.41163,0.36672,0.00586,3.33356e-05,3.33356e-05,3.33356e-05
75,8167.47,0.32366,0.18612,0.00482,0.94419,0.93577,0.95734,0.76488,0.41011,0.3687,0.00583,2.90662e-05,2.90662e-05,2.90662e-05
76,8274.62,0.32372,0.18144,0.00482,0.94947,0.94104,0.95914,0.76896,0.41011,0.36007,0.00582,2.47969e-05,2.47969e-05,2.47969e-05
77,8382.43,0.31813,0.18022,0.00471,0.95283,0.93812,0.95866,0.76792,0.4095,0.35909,0.00581,2.05275e-05,2.05275e-05,2.05275e-05
78,8490,0.31765,0.18081,0.0047,0.94156,0.94724,0.95906,0.7678,0.40967,0.36157,0.00581,1.62581e-05,1.62581e-05,1.62581e-05
79,8597.5,0.31796,0.17649,0.00471,0.93294,0.95119,0.95953,0.76977,0.40985,0.35762,0.00581,1.19888e-05,1.19888e-05,1.19888e-05
80,8705.33,0.32155,0.18262,0.00478,0.93883,0.94473,0.95952,0.7685,0.40932,0.35978,0.0058,7.71937e-06,7.71937e-06,7.71937e-06
