epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1852.88,0.50327,0.59568,0.00626,0.89393,0.82858,0.91234,0.69198,0.44536,0.46588,0.00647,0.00027669,0.00027669,0.00027669
18,1962.23,0.50125,0.57141,0.00632,0.83033,0.89264,0.90603,0.68751,0.45538,0.46304,0.00669,0.000272421,0.000272421,0.000272421
19,2070.88,0.49427,0.53524,0.00619,0.88318,0.87508,0.89293,0.68611,0.44692,0.47897,0.00655,0.000268151,0.000268151,0.000268151
20,2179.37,0.49295,0.55473,0.00617,0.90924,0.88699,0.93237,0.71801,0.43973,0.46885,0.00649,0.000263882,0.000263882,0.000263882
21,2288.2,0.48598,0.51889,0.00606,0.88775,0.87792,0.91682,0.70694,0.43741,0.47014,0.00646,0.000259612,0.000259612,0.000259612
22,2396.88,0.47976,0.51292,0.00599,0.88861,0.88562,0.9274,0.71894,0.44205,0.45199,0.00644,0.000255343,0.000255343,0.000255343
23,2505.91,0.48126,0.49924,0.00595,0.89331,0.88411,0.91433,0.70515,0.43741,0.46267,0.00633,0.000251074,0.000251074,0.000251074
24,2613.54,0.47576,0.4983,0.00588,0.92191,0.88474,0.93254,0.72665,0.43123,0.44034,0.00633,0.000246804,0.000246804,0.000246804
25,2722.76,0.47281,0.49562,0.00599,0.88114,0.9309,0.93798,0.71992,0.43263,0.42562,0.00637,0.000242535,0.000242535,0.000242535
26,2831.48,0.46497,0.45814,0.00572,0.89837,0.87179,0.91667,0.71223,0.44256,0.43541,0.00635,0.000238266,0.000238266,0.000238266
27,2940.95,0.46505,0.4581,0.00574,0.92299,0.91826,0.95497,0.73707,0.42946,0.42118,0.00621,0.000233996,0.000233996,0.000233996
28,3049.55,0.46082,0.46739,0.00583,0.93056,0.88835,0.94062,0.7313,0.43138,0.42772,0.00626,0.000229727,0.000229727,0.000229727
29,3157.58,0.45506,0.46266,0.00568,0.90167,0.87594,0.94308,0.72793,0.43005,0.47105,0.00628,0.000225457,0.000225457,0.000225457
30,3266.45,0.45544,0.44993,0.00557,0.90958,0.89289,0.92701,0.72174,0.4275,0.43169,0.00624,0.000221188,0.000221188,0.000221188
31,3374.71,0.44827,0.42602,0.00553,0.90668,0.91622,0.94043,0.7335,0.43224,0.41036,0.00621,0.000216919,0.000216919,0.000216919
32,3483.25,0.45056,0.43538,0.00569,0.92681,0.91779,0.94429,0.73234,0.42628,0.4064,0.00618,0.000212649,0.000212649,0.000212649
33,3591.65,0.45041,0.42746,0.0055,0.93989,0.89313,0.9411,0.73691,0.424,0.39831,0.00618,0.00020838,0.00020838,0.00020838
34,3700.44,0.45236,0.43155,0.00563,0.92595,0.91346,0.93592,0.73315,0.43364,0.38622,0.00624,0.000204111,0.000204111,0.000204111
35,3809.16,0.43923,0.40433,0.0054,0.93571,0.91404,0.93843,0.7342,0.43165,0.3947,0.00623,0.000199841,0.000199841,0.000199841
36,3917.36,0.44291,0.40645,0.00546,0.92318,0.91129,0.9392,0.73664,0.42321,0.40208,0.00613,0.000195572,0.000195572,0.000195572
37,4025.8,0.43935,0.39469,0.0054,0.92818,0.91861,0.95012,0.73546,0.43174,0.39892,0.00629,0.000191303,0.000191303,0.000191303
38,4134.64,0.43038,0.39446,0.00521,0.93704,0.89624,0.93799,0.73716,0.422,0.41893,0.00612,0.000187033,0.000187033,0.000187033
39,4243.37,0.42767,0.38134,0.00524,0.94562,0.90428,0.95418,0.74117,0.42407,0.39658,0.00614,0.000182764,0.000182764,0.000182764
40,4352.16,0.43138,0.3857,0.00533,0.92811,0.94599,0.96169,0.74518,0.42013,0.39657,0.00607,0.000178494,0.000178494,0.000178494
41,4460.56,0.42522,0.37966,0.00518,0.94365,0.91062,0.94435,0.74353,0.41734,0.3935,0.00601,0.000174225,0.000174225,0.000174225
42,4568.41,0.4221,0.3774,0.00526,0.94801,0.9364,0.96027,0.75311,0.4186,0.39012,0.00603,0.000169956,0.000169956,0.000169956
43,4678.11,0.42737,0.37779,0.00529,0.94515,0.90841,0.9544,0.75012,0.41295,0.38567,0.00593,0.000165686,0.000165686,0.000165686
44,4786.62,0.42208,0.35884,0.00513,0.93123,0.93603,0.95714,0.74824,0.41668,0.39076,0.00605,0.000161417,0.000161417,0.000161417
45,4895.45,0.41675,0.36281,0.00512,0.92584,0.94039,0.96127,0.75162,0.42056,0.39776,0.00611,0.000157147,0.000157147,0.000157147
46,5004.09,0.41335,0.36148,0.0051,0.92629,0.9316,0.96058,0.75397,0.41463,0.39075,0.00595,0.000152878,0.000152878,0.000152878
47,5113.52,0.42061,0.36305,0.00516,0.93998,0.91794,0.95408,0.7482,0.41576,0.40135,0.00597,0.000148609,0.000148609,0.000148609
48,5221.95,0.41132,0.34857,0.00505,0.95278,0.92271,0.96027,0.74999,0.41701,0.37573,0.00603,0.000144339,0.000144339,0.000144339
49,5330.31,0.40662,0.33835,0.00502,0.94731,0.93582,0.96211,0.75431,0.41376,0.38871,0.00596,0.00014007,0.00014007,0.00014007
50,5438.95,0.40953,0.33906,0.00508,0.94072,0.9334,0.96075,0.75686,0.41189,0.39826,0.00595,0.000135801,0.000135801,0.000135801
51,5547.62,0.40157,0.33786,0.0049,0.94418,0.93348,0.96042,0.76092,0.41183,0.3792,0.00599,0.000131531,0.000131531,0.000131531
52,5656.54,0.40476,0.33406,0.00495,0.93974,0.94299,0.95787,0.75661,0.4116,0.39319,0.00591,0.000127262,0.000127262,0.000127262
53,5765.39,0.4016,0.33475,0.00486,0.91677,0.94837,0.95515,0.75477,0.4113,0.38487,0.00588,0.000122992,0.000122992,0.000122992
54,5873.97,0.40014,0.33423,0.00491,0.93208,0.94705,0.95773,0.75599,0.4081,0.38991,0.00585,0.000118723,0.000118723,0.000118723
55,5982.6,0.39501,0.33383,0.00479,0.95179,0.91585,0.95171,0.7563,0.40904,0.37345,0.00589,0.000114454,0.000114454,0.000114454
56,6091.46,0.39793,0.32778,0.00494,0.94392,0.94206,0.95826,0.7622,0.40838,0.38779,0.0059,0.000110184,0.000110184,0.000110184
57,6200.64,0.39114,0.32249,0.0048,0.94926,0.93553,0.96033,0.7628,0.40965,0.38714,0.00588,0.000105915,0.000105915,0.000105915
58,6309.67,0.39369,0.32436,0.00478,0.95222,0.93678,0.9566,0.76087,0.40298,0.39187,0.00581,0.000101646,0.000101646,0.000101646
59,6417.28,0.39084,0.31963,0.00478,0.94616,0.93963,0.95722,0.7646,0.40387,0.39605,0.00578,9.73763e-05,9.73763e-05,9.73763e-05
60,6526.07,0.38659,0.31348,0.00468,0.94585,0.93553,0.96052,0.76641,0.40558,0.39389,0.00586,9.31069e-05,9.31069e-05,9.31069e-05
61,6634.82,0.38368,0.30766,0.00465,0.94095,0.94605,0.96166,0.76263,0.41042,0.39031,0.00587,8.88375e-05,8.88375e-05,8.88375e-05
62,6743.93,0.38797,0.31069,0.00472,0.93427,0.95223,0.96072,0.76307,0.40689,0.3894,0.00579,8.45681e-05,8.45681e-05,8.45681e-05
63,6851.62,0.388,0.31314,0.00469,0.92769,0.94728,0.95408,0.76592,0.40378,0.3924,0.00579,8.02987e-05,8.02987e-05,8.02987e-05
64,6960.32,0.37803,0.29792,0.00464,0.94241,0.94602,0.96099,0.76563,0.406,0.38266,0.00579,7.60294e-05,7.60294e-05,7.60294e-05
65,7069.08,0.38114,0.30507,0.00462,0.9429,0.94349,0.95897,0.76544,0.40597,0.38911,0.00584,7.176e-05,7.176e-05,7.176e-05
66,7177.73,0.37836,0.29908,0.00457,0.93718,0.9485,0.95882,0.7643,0.40544,0.38331,0.00579,6.74906e-05,6.74906e-05,6.74906e-05
67,7286.37,0.37454,0.29522,0.00457,0.94545,0.94073,0.95786,0.76558,0.40605,0.3982,0.00579,6.32213e-05,6.32213e-05,6.32213e-05
68,7395.39,0.38021,0.30022,0.00462,0.93846,0.92298,0.9514,0.75929,0.40692,0.39298,0.00581,5.89519e-05,5.89519e-05,5.89519e-05
69,7504.12,0.37532,0.29203,0.00456,0.93974,0.94206,0.95913,0.76997,0.4024,0.38531,0.00576,5.46825e-05,5.46825e-05,5.46825e-05
70,7613.08,0.37475,0.29454,0.00453,0.93603,0.94946,0.95862,0.76762,0.40283,0.38809,0.00577,5.04131e-05,5.04131e-05,5.04131e-05
71,7720.82,0.32593,0.2099,0.00491,0.95129,0.94288,0.95826,0.76779,0.40808,0.40329,0.0058,4.61438e-05,4.61438e-05,4.61438e-05
72,7828.11,0.32116,0.20357,0.00477,0.9546,0.93757,0.95874,0.76818,0.4072,0.39374,0.00582,4.18744e-05,4.18744e-05,4.18744e-05
73,7935.68,0.32349,0.20377,0.00482,0.94538,0.94177,0.95911,0.7669,0.40813,0.39208,0.00583,3.7605e-05,3.7605e-05,3.7605e-05
74,8042.79,0.3221,0.20555,0.00485,0.94168,0.94706,0.95772,0.76934,0.40658,0.39197,0.00581,3.33356e-05,3.33356e-05,3.33356e-05
75,8149.76,0.31939,0.2047,0.00476,0.95077,0.93784,0.95752,0.76608,0.40549,0.39939,0.0058,2.90662e-05,2.90662e-05,2.90662e-05
76,8257.23,0.31846,0.20005,0.00472,0.9483,0.9428,0.95805,0.76636,0.40586,0.39519,0.00581,2.47969e-05,2.47969e-05,2.47969e-05
77,8364.49,0.31475,0.19866,0.00469,0.93713,0.9501,0.95803,0.76687,0.40736,0.39322,0.00584,2.05275e-05,2.05275e-05,2.05275e-05
78,8471.76,0.31488,0.1955,0.00466,0.93958,0.94856,0.95872,0.76677,0.40756,0.39385,0.00583,1.62581e-05,1.62581e-05,1.62581e-05
79,8579.09,0.31373,0.19357,0.00465,0.94114,0.95087,0.95866,0.76719,0.40685,0.39039,0.00582,1.19888e-05,1.19888e-05,1.19888e-05
80,8686.37,0.31699,0.20129,0.00472,0.94038,0.94914,0.95837,0.76732,0.4056,0.39212,0.00579,7.71937e-06,7.71937e-06,7.71937e-06
