epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,6401.86,0.40311,0.26012,0.00491,0.9522,0.93784,0.96154,0.76902,0.4181,0.33876,0.00603,9.31069e-05,9.31069e-05,9.31069e-05
61,6508.4,0.39871,0.2536,0.00486,0.92395,0.95275,0.96125,0.76492,0.41558,0.32603,0.00592,8.88375e-05,8.88375e-05,8.88375e-05
62,6614.87,0.40434,0.25684,0.00493,0.94479,0.92441,0.9601,0.7629,0.41576,0.33404,0.00593,8.45681e-05,8.45681e-05,8.45681e-05
63,6721.59,0.40204,0.25818,0.0049,0.93541,0.95099,0.9609,0.77475,0.41429,0.32838,0.00591,8.02987e-05,8.02987e-05,8.02987e-05
64,6828.52,0.39094,0.24843,0.00481,0.9402,0.95111,0.96266,0.76918,0.41424,0.32326,0.0059,7.60294e-05,7.60294e-05,7.60294e-05
65,6935.17,0.39459,0.25052,0.00481,0.94816,0.94126,0.96148,0.77391,0.41348,0.32298,0.00584,7.176e-05,7.176e-05,7.176e-05
66,7041.6,0.39383,0.24402,0.00477,0.94349,0.9496,0.9601,0.76808,0.41611,0.33457,0.0059,6.74906e-05,6.74906e-05,6.74906e-05
67,7148.02,0.38823,0.24341,0.00475,0.93057,0.95405,0.96111,0.76995,0.4158,0.33081,0.0059,6.32213e-05,6.32213e-05,6.32213e-05
68,7254.44,0.39381,0.24866,0.00479,0.95049,0.9438,0.96222,0.76957,0.41733,0.33233,0.00596,5.89519e-05,5.89519e-05,5.89519e-05
69,7360.76,0.38725,0.23922,0.00473,0.93946,0.95026,0.96115,0.77148,0.41465,0.33828,0.00589,5.46825e-05,5.46825e-05,5.46825e-05
70,7467.34,0.38793,0.24208,0.00469,0.94436,0.94053,0.95981,0.77015,0.41311,0.33852,0.00592,5.04131e-05,5.04131e-05,5.04131e-05
71,7573.48,0.33626,0.16191,0.00506,0.94826,0.93458,0.95747,0.76571,0.41776,0.34545,0.00599,4.61438e-05,4.61438e-05,4.61438e-05
72,7679.28,0.33039,0.1598,0.00491,0.95099,0.9422,0.96215,0.76966,0.41721,0.33414,0.00596,4.18744e-05,4.18744e-05,4.18744e-05
73,7785.24,0.33162,0.15706,0.00494,0.94664,0.94732,0.96286,0.76904,0.41923,0.33009,0.006,3.7605e-05,3.7605e-05,3.7605e-05
74,7891.04,0.33221,0.1611,0.00503,0.94583,0.93922,0.96279,0.77225,0.41903,0.33989,0.00598,3.33356e-05,3.33356e-05,3.33356e-05
75,7996.84,0.32803,0.16094,0.00492,0.95186,0.93515,0.96054,0.7709,0.41699,0.33846,0.00596,2.90662e-05,2.90662e-05,2.90662e-05
76,8102.78,0.32747,0.15392,0.00487,0.9487,0.93479,0.96222,0.77232,0.41687,0.33658,0.00594,2.47969e-05,2.47969e-05,2.47969e-05
77,8208.62,0.32312,0.15246,0.00481,0.94633,0.93936,0.96163,0.77206,0.41674,0.34073,0.00593,2.05275e-05,2.05275e-05,2.05275e-05
78,8314.44,0.32187,0.15075,0.00479,0.95458,0.93283,0.96158,0.77173,0.41698,0.3427,0.00593,1.62581e-05,1.62581e-05,1.62581e-05
79,8420.31,0.32334,0.15286,0.00482,0.95456,0.93329,0.96164,0.77225,0.41722,0.34093,0.00594,1.19888e-05,1.19888e-05,1.19888e-05
80,8526.14,0.32503,0.15493,0.00484,0.95204,0.93545,0.96164,0.77176,0.41768,0.33997,0.00594,7.71937e-06,7.71937e-06,7.71937e-06
